RecordNo	q	a
953	Q4	Adobe Acrobat
954	Q4	MS Word
954	Q4	
954	Q4	
957	Q4	Citrix
957	Q4	
957	Q4	
957	Q4	Cetrea
961	Q4	
965	Q4	MS Excel
965	Q4	SAP
965	Q4	
975	Q4	
975	Q4	MS Office
975	Q4	
977	Q4	MS Word
979	Q4	Sundhedsplatformen
987	Q4	MS Word
987	Q4	Affinity
987	Q4	
1010	Q4	MS Office 2007
1010	Q4	
1010	Q4	Nuix
1010	Q4	
1011	Q4	
1011	Q4	Windows Movie Maker
1011	Q4	
1035	Q4	MS Office 365
1035	Q4	MS Navision
1035	Q4	
1035	Q4	Adobe Creative Suite
1041	Q4	MS Office 365
1042	Q4	
1052	Q4	MS Word
1052	Q4	MS Excel
1052	Q4	SAP
1054	Q4	
1057	Q4	MS Office
1057	Q4	Adobe Creative Suite
1057	Q4	
1057	Q4	MS Office
1057	Q4	
1059	Q4	MS Word
1059	Q4	MS Excel
1059	Q4	
1059	Q4	Adobe InDesign
1059	Q4	
1064	Q4	MS Office
1065	Q4	MS Word
1065	Q4	MS Publisher
1066	Q4	MS Office 2010; KMD Care
1068	Q4	MS Outlook 2016
1068	Q4	MS Excel 2016
1068	Q4	MS Dynamics NAV
1068	Q4	Autodesk AutoCAD
1074	Q4	MS Office
1082	Q4	
1083	Q4	MS Office 365
1083	Q4	MS Word
1083	Q4	MS Powerpoint
1083	Q4	MS Excel
1090	Q4	
1093	Q4	MS Word
1093	Q4	ScalePoint
1093	Q4	BOSaNOVA AS400 Emulator
1093	Q4	Internet Explorer
1094	Q4	MS Office 365
1094	Q4	
1098	Q4	MS Word 2016
1098	Q4	MS Excel 2016
1098	Q4	MS Outlook 2016
1098	Q4	Citrix Podio
1098	Q4	MS Dynamics C5
1098	Q4	Adobe Acrobat Reader
1098	Q4	Adobe InDesign
1098	Q4	Adobe Illustrator
1098	Q4	Dropbox
1100	Q4	Synology
1100	Q4	Atlassian JIRA
1100	Q4	Ubivox
1102	Q4	MS Word; MS Excel
1102	Q4	SAP Business Objects
1103	Q4	MS Word 2016
1103	Q4	MS Excel 2016
1103	Q4	MS Outlook 2016
1103	Q4	Adobe Acrobat
1103	Q4	Google Chrome
1103	Q4	FLEX (UDDATA)
1103	Q4	
1104	Q4	MS Word
1104	Q4	MS Excel
1104	Q4	MS Powerpoint
1104	Q4	Skype for Business
1104	Q4	SAP
1106	Q4	LaTeX
1106	Q4	R
1107	Q4	
1108	Q4	MS Word
1108	Q4	Google Docs
1110	Q4	MS Word
1110	Q4	MS Excel
1110	Q4	
1115	Q4	MS Word
1115	Q4	e-boks
1115	Q4	
1115	Q4	
1116	Q4	
1117	Q4	MS Office 2007
1117	Q4	MS Office
1117	Q4	MS Paint
1117	Q4	Adobe Photoshop
1117	Q4	
1122	Q4	MS Word
1122	Q4	MS Excel
1122	Q4	
1130	Q4	
1138	Q4	Slack
1139	Q4	MS Office
1139	Q4	SAP
1139	Q4	SAS
1139	Q4	
1144	Q4	
1144	Q4	ArcMap
1144	Q4	NetGis
1144	Q4	SBSYS
1144	Q4	MS Word
1144	Q4	MS Excel
1144	Q4	MS Powerpoint
1145	Q4	
1147	Q4	MS Word
1147	Q4	MS Excel
1147	Q4	Autodesk AutoCAD
1147	Q4	PTC Mathcad
1150	Q4	MS Word
1150	Q4	MS Excel
1150	Q4	MS Powerpoint
1150	Q4	SIMATIC IT Interspec (Siemens)
1150	Q4	SAP Product Lifecycle Management (PLM)
1150	Q4	BLUE
1155	Q4	MS Windows Server/Workstation
1155	Q4	MS Office 365
1155	Q4	MS Remote Desktop
1155	Q4	MS Telnet
1155	Q4	Google Chrome
1155	Q4	Oracle Java
1156	Q4	MS Word
1156	Q4	MS Excel
1158	Q4	
1158	Q4	MS Powerpoint
1158	Q4	MS Excel
1158	Q4	MS Word
1159	Q4	
1161	Q4	Sundhedsplatformen
1166	Q4	MS Word 365
1166	Q4	MS Excel 365
1166	Q4	MS Outlook 365
1166	Q4	MS Office 365
1166	Q4	JMP
1166	Q4	Google Chrome
1166	Q4	Internet Explorer
1166	Q4	Skype for Business
1170	Q4	MS Office
1170	Q4	XForm fra Capevo/KMD
1170	Q4	TYPO3 Open Source CMS
1170	Q4	TAS Tilskudsadministrationssystem (KMD)
1170	Q4	Cumulus Billedopbevaringssystem fra Attention Solutions
1170	Q4	Qualiware Business Process Management System
1170	Q4	Public 360 Journaliseringssystem fra Tieto
1170	Q4	Pureservice servicedesk fra VisionWillow
1170	Q4	Drupal
1171	Q4	MS Office
1171	Q4	Opera
1171	Q4	Fasit
1171	Q4	ISAK (Improving Speed and Accuracy in Keyboarding)
1171	Q4	Vitas
1172	Q4	MS Word 2016
1172	Q4	MS Excel 2016
1172	Q4	Adobe Reader XI
1172	Q4	MS Outlook 2016
1174	Q4	MS Office
1174	Q4	MS Excel
1174	Q4	MS Powerpoint
1174	Q4	MS Paint
1174	Q4	Internet Explorer
1174	Q4	Mozilla Firefox
1174	Q4	Adobe Reader XI
1174	Q4	VOP Nano Telefon
1174	Q4	SBSYS
1174	Q4	Diaform+
1174	Q4	
1177	Q4	MS Office 2016
1178	Q4	MS Office
1196	Q4	MS Office
1210	Q4	Softcom
1210	Q4	SWIC
1210	Q4	MS Excel
1210	Q4	MS Word
1210	Q4	
1210	Q4	Google Chrome
1217	Q4	
1221	Q4	MS Office
1221	Q4	SDL Studio
1221	Q4	Memsource
1222	Q4	MS Word; MS Excel
1223	Q4	MS Outlook 2016
1223	Q4	MS Word 2016
1223	Q4	MS Excel 2016
1223	Q4	MS PowerPoint 2016
1223	Q4	Internet Explorer
1223	Q4	Kahoot
1223	Q4	Adobe Acrobat
1223	Q4	Adobe Photoshop Elements
1223	Q4	MS OneNote 2016
1223	Q4	MS Teams
1223	Q4	Airtame
1224	Q4	
1226	Q4	MS Office
1226	Q4	
1226	Q4	SAP
1226	Q4	Indkøbssystem (Palette Software)
1226	Q4	cmdb
1226	Q4	Trouble Ticketing (IP Center)
1226	Q4	Apple Mail
1226	Q4	
1227	Q4	
1235	Q4	MS Word
1235	Q4	MS Excel
1235	Q4	MS Powerpoint
1235	Q4	
1235	Q4	Adobe Acrobat Pro
1235	Q4	
1235	Q4	
1238	Q4	MS Word
1238	Q4	
1238	Q4	
1238	Q4	Umbraco
1238	Q4	SAS Customer Intelligence 360
1243	Q4	MS Word
1243	Q4	
1245	Q4	Systematric Cura
1245	Q4	Tidlig opsporing plus (Symmetric)
1246	Q4	
1253	Q4	MS Word
1253	Q4	MS Excel
1253	Q4	MS Access
1253	Q4	
1253	Q4	
1257	Q4	MS Excel
1257	Q4	MS PowerBI
1257	Q4	MS Word
1262	Q4	M3
1263	Q4	
1264	Q4	Apple Notes
1264	Q4	
1265	Q4	
1265	Q4	MS Word
1265	Q4	
1267	Q4	Microsoft Dynamics NAV
1267	Q4	
1269	Q4	MS Office
1269	Q4	MS Active Directory
1269	Q4	
1269	Q4	PDFsam
1269	Q4	Adobe Creative Suite
1271	Q4	
1275	Q4	MS Office
1275	Q4	AutoDesk Revit
1275	Q4	Autodesk AutoCAD
1275	Q4	Google Chrome
1280	Q4	MS Office
1282	Q4	
1282	Q4	
1282	Q4	
1282	Q4	
1282	Q4	
1291	Q4	MS Word
1296	Q4	MS Word
1296	Q4	MS Excel
1296	Q4	SAS
1296	Q4	Citrix
1296	Q4	
1296	Q4	MS Powerpoint
1305	Q4	MS Excel
1308	Q4	MS Word
1308	Q4	MS Excel
1308	Q4	MS Powerpoint
1308	Q4	MS Teams
1308	Q4	Yammer
1308	Q4	
1309	Q4	MS Office
1309	Q4	SnagIt
1309	Q4	Nem ID
1309	Q4	DataHub
1309	Q4	Notepad++
1309	Q4	Total Commander
1309	Q4	MS Lync
1309	Q4	Skype
1309	Q4	SAP
1322	Q4	
1324	Q4	XMO EPJ
1326	Q4	MS Office 365
1328	Q4	Sundhedsplatformen
1329	Q4	MS Word 2013
1329	Q4	MS Excel 2013
1329	Q4	MS PowerPoint 2013
1329	Q4	MS Outlook 2013; Lotus Notes.
1338	Q4	MS Office
1338	Q4	Skype for Business
1338	Q4	Resource Central (Add-On Products)
1339	Q4	Google Drive
1339	Q4	Adobe Premiere Pro
1339	Q4	
1351	Q4	
1352	Q4	MS Office 365
1352	Q4	
1352	Q4	
1352	Q4	Skype for Business
1354	Q4	MS Word 365
1354	Q4	MS Office 365
1354	Q4	MS Excel 365
1354	Q4	MS Outlook 365
1354	Q4	MS Visio 365
1354	Q4	Slack
1354	Q4	Sublime Text
1354	Q4	Evernote
1354	Q4	Dropbox
1354	Q4	Google Chrome
1354	Q4	Mozilla Firefox
1357	Q4	Google Chrome
1358	Q4	MS Office 2016
1358	Q4	MS Visio 2016
1358	Q4	AutoCAD Viewer
1358	Q4	SolidWorks
1358	Q4	Skype for Business
1358	Q4	EPO E-Online Filing
1362	Q4	
1363	Q4	
1363	Q4	Bloomberg Terminal
1363	Q4	Eikon
1363	Q4	Skype
1363	Q4	MS Excel
1363	Q4	MS Office
1369	Q4	IMPAX
1369	Q4	MS Office
1375	Q4	
1375	Q4	diasend
1375	Q4	carelink
1376	Q4	
1380	Q4	MS Office
1382	Q4	MS Office 365
1382	Q4	TimeLog
1382	Q4	MS Dynamics NAV
1382	Q4	AXAPTA
1384	Q4	MS Office
1384	Q4	MS Word
1384	Q4	MS Excel
1384	Q4	Clean Manager
1384	Q4	MS Powerpoint
1384	Q4	webCRM
1384	Q4	
1389	Q4	MS Office 365
1389	Q4	
1389	Q4	Adobe Acrobat
1389	Q4	
1395	Q4	MS Word 2011
1401	Q4	
1403	Q4	
1403	Q4	
1405	Q4	MS Word
1405	Q4	MS Excel
1405	Q4	MS Powerpoint
1405	Q4	Numbers
1405	Q4	KMD Kingo
1405	Q4	Citrix
1405	Q4	billedefremviser
1405	Q4	CD-ORD 10
1405	Q4	ScanReader
1405	Q4	intoWords
1405	Q4	Abby Finereader
1405	Q4	
1412	Q4	MS Word
1412	Q4	MS Office
1412	Q4	Apple Mail
1413	Q4	Aldente
1413	Q4	Digora
1413	Q4	
1414	Q4	MS Excel
1414	Q4	MS Word
1414	Q4	MS Powerpoint
1414	Q4	
1414	Q4	MS PowerBI
1416	Q4	
1424	Q4	
1425	Q4	MS Office 2010
1425	Q4	Skype
1430	Q4	MS Office
1430	Q4	
1434	Q4	MS Word
1444	Q4	MS Excel
1444	Q4	MS Word
1444	Q4	MS Navision
1444	Q4	Næsgaard MARK
1445	Q4	MS Office 2016
1445	Q4	Nexus (KMD)
1446	Q4	Microsoft Dynamics NAV
1446	Q4	MS Office
1454	Q4	MS Word
1456	Q4	MS Word
1456	Q4	MS Excel
1456	Q4	MS Powerpoint
1456	Q4	
1456	Q4	PC-Axis
1460	Q4	KMD
1460	Q4	
1464	Q4	MS Word
1464	Q4	Articulate Storyline 360
1464	Q4	Adapt
1465	Q4	Adobe Photoshop
1465	Q4	Adobe Illustrator
1465	Q4	Adobe InDesign
1465	Q4	MS Word
1467	Q4	MS Office 2013
1467	Q4	MS Word 2013
1467	Q4	SBSYS
1467	Q4	Google Chrome
1470	Q4	MS Office 365
1470	Q4	SBSYS
1470	Q4	KMD SAG
1481	Q4	Googles programmer
1484	Q4	MS Office
1487	Q4	
1491	Q4	
1491	Q4	MS Excel
1491	Q4	
1492	Q4	
1493	Q4	
1496	Q4	IFS
1496	Q4	WinAdmi
1496	Q4	
1496	Q4	MS Word
1496	Q4	MS Excel
1496	Q4	Adobe Acrobat Reader
1496	Q4	
1497	Q4	MS Word
1498	Q4	
1508	Q4	MS Office; Cicero
1514	Q4	SAS EG;SAS DI;SAS MC;MS Office
1520	Q4	MS Word
1520	Q4	MS Excel
1520	Q4	MS Powerpoint
1530	Q4	SAP
1531	Q4	MS OneDrive
1531	Q4	SalesForce
1531	Q4	Google Chrome
1531	Q4	Danløn
1531	Q4	
1536	Q4	MS Office
1536	Q4	
1536	Q4	MS Server 2016
1545	Q4	SIPLACE Pro
1545	Q4	MS Office
1545	Q4	
1552	Q4	
1556	Q4	MS Office
1557	Q4	
1560	Q4	
1562	Q4	
1563	Q4	MS Word
1563	Q4	MS Excel
1563	Q4	MS Powerpoint
1564	Q4	Oracle Database
1564	Q4	PL/SQL
1564	Q4	MS SQL Server
1564	Q4	TOAD
1564	Q4	Oracle SQL*Plus
1564	Q4	MS Excel
1564	Q4	MS Word
1568	Q4	
1568	Q4	
1568	Q4	MS Office
1568	Q4	Autodesk AutoCAD
1568	Q4	Adobe Suite
1571	Q4	MS Office 2010
1576	Q4	MS Word
1576	Q4	MS Excel
1580	Q4	MS Office
1580	Q4	League of Legeends
1580	Q4	Mozilla Firefox
1580	Q4	MS Paint
1586	Q4	MS Word
1586	Q4	MS Excel
1586	Q4	MS Powerpoint
1586	Q4	
1601	Q4	MS Word 2011
1601	Q4	MS Excel 2011
1601	Q4	MS PowerPoint 2011
1601	Q4	R
1601	Q4	CLC Main Workbench 8
1601	Q4	EndNote
1605	Q4	Explore
1605	Q4	
1605	Q4	MS Excel
1605	Q4	MS Word
1605	Q4	
1605	Q4	SKAT System (Taxation)
1605	Q4	SKAT System (Taxation)
1605	Q4	
1606	Q4	MS Word
1606	Q4	MS Excel
1606	Q4	Skype
1606	Q4	Autodesk AutoCAD
1606	Q4	
1609	Q4	Citrix
1609	Q4	Google Chrome
1612	Q4	MS Word
1612	Q4	MS Powerpoint
1612	Q4	
1612	Q4	Umbraco
1615	Q4	MS Word
1626	Q4	Embarcaderro Delphi; Firebird
1628	Q4	
1632	Q4	MS Office
1632	Q4	
1633	Q4	MS Office
1633	Q4	Nordnet
1637	Q4	
1642	Q4	
1642	Q4	MS Word 2010
1642	Q4	MS Excel 2010
1642	Q4	MS Outlook 2010
1642	Q4	MS PowerPoint 2010
1642	Q4	Citrix
1642	Q4	ABAS
1647	Q4	
1653	Q4	MS Excel
1653	Q4	MS Word
1653	Q4	MS Powerpoint
1653	Q4	Stifinder
1653	Q4	Infosuite
1653	Q4	BOSaNOVA AS400 Emulator
1653	Q4	
1653	Q4	Internet Explorer
1666	Q4	
1668	Q4	MS Office
1668	Q4	Azets løn- og rekrutteringssystem
1668	Q4	EG Bolig
1668	Q4	ChangeDriver
1668	Q4	Adobe Creative Suite
1668	Q4	Adobe Acrobat Reader
1673	Q4	MS Word
1673	Q4	MS Office
1676	Q4	MS Office 365
1676	Q4	First Class
1676	Q4	Google Chrome
1676	Q4	Citrix
1677	Q4	MS Word 2016
1677	Q4	MS Excel 2016
1677	Q4	Skype
1677	Q4	Mozilla Firefox
1677	Q4	MS Visual Studio
1677	Q4	MS OneNote 2013
1677	Q4	
1680	Q4	MS Word
1680	Q4	
1680	Q4	MS Excel
1680	Q4	MS Powerpoint
1681	Q4	
1683	Q4	AXAPTA
1683	Q4	Endeavour Agile ALM
1684	Q4	MS Word
1684	Q4	Oracle Database
1684	Q4	
1685	Q4	MS Office
1685	Q4	
1685	Q4	Atlassian JIRA
1690	Q4	
1690	Q4	
1691	Q4	
1692	Q4	MS Office
1696	Q4	
1696	Q4	MS Office 365
1696	Q4	Unik Bolig
1703	Q4	MS Office 2013
1703	Q4	SMART Notebook
1703	Q4	Internet Explorer
1703	Q4	Google Chrome
1703	Q4	
1714	Q4	MS Word 2016
1714	Q4	
1714	Q4	
1723	Q4	
1723	Q4	
1723	Q4	MS Remote Desktop
1723	Q4	MS Word
1723	Q4	MS Excel
1723	Q4	
1732	Q4	MS Office
1732	Q4	Arkibas
1732	Q4	Arkiv.dk
1732	Q4	
1732	Q4	
1734	Q4	MS Excel
1734	Q4	MS Word
1734	Q4	Byggeweb
1736	Q4	SalesForce
1737	Q4	MS Word
1737	Q4	MS Powerpoint
1737	Q4	MS Excel
1737	Q4	STATA
1738	Q4	MS Office
1751	Q4	MS Word
1751	Q4	MS Excel
1751	Q4	STATA
1751	Q4	R
1751	Q4	Internet Explorer
1751	Q4	Apple Notes
1751	Q4	
1755	Q4	
1763	Q4	MS Office 365
1768	Q4	
1768	Q4	MS Word
1768	Q4	MS Powerpoint
1768	Q4	MS Visual Studio
1768	Q4	
1777	Q4	
1787	Q4	
1788	Q4	MS Word
1788	Q4	MS Excel
1788	Q4	Adobe InDesign
1788	Q4	Adobe Distiller
1788	Q4	
1788	Q4	Google Chrome
1805	Q4	MS Word
1805	Q4	
1805	Q4	Acadre
1806	Q4	MS Office
1806	Q4	
1810	Q4	
1813	Q4	MS Word
1813	Q4	MS Excel
1813	Q4	Google Chrome
1813	Q4	Internet Explorer
1813	Q4	TerminalServer
1813	Q4	Adobe Flash
1816	Q4	MS Excel
1816	Q4	MS Word
1816	Q4	MS Navision
1824	Q4	
1824	Q4	MS Excel
1824	Q4	MS Word
1824	Q4	
1830	Q4	MS Word
1830	Q4	MS Picture Manager
1830	Q4	MS Powerpoint
1830	Q4	MS Excel
1830	Q4	
1830	Q4	Adobe Photoshop Elements
1830	Q4	
1831	Q4	Communicator
1832	Q4	MS Word
1832	Q4	MS Excel
1833	Q4	
1833	Q4	
1836	Q4	MS Office
1836	Q4	MS Word 2016
1836	Q4	MS Excel 2016
1836	Q4	MS Outlook 2016
1836	Q4	MS PowerPoint 2016
1836	Q4	
1836	Q4	SurveyMonkey
1836	Q4	Google Analytics
1836	Q4	Facebook
1838	Q4	MS Office
1842	Q4	MS Excel 2013
1842	Q4	MS Word 2013
1842	Q4	MS Project 2013
1842	Q4	MS Outlook 2013
1850	Q4	MS Navision
1850	Q4	Autodesk Vault CAD
1850	Q4	
1851	Q4	MS Word
1851	Q4	MS Powerpoint
1851	Q4	
1851	Q4	Google Chrome
1851	Q4	MS Visual Studio
1851	Q4	Sublime Text
1858	Q4	MS Word
1861	Q4	
1863	Q4	MS Excel
1863	Q4	MS Word
1865	Q4	
1865	Q4	StatSoft Statistica
1865	Q4	R
1865	Q4	SAS
1866	Q4	
1866	Q4	MS Word
1866	Q4	MS Excel
1866	Q4	R
1866	Q4	
1871	Q4	
1871	Q4	MS Office
1871	Q4	Wordpress
1871	Q4	SiteCore
1871	Q4	Filezilla
1873	Q4	MS Word
1873	Q4	MS Excel
1873	Q4	MS Powerpoint
1881	Q4	MS Word
1881	Q4	MS Excel
1881	Q4	
1881	Q4	SPSS
1884	Q4	Google Chrome
1884	Q4	SAXoTECH SAXoPRESS
1884	Q4	MS Excel 2016
1884	Q4	
1885	Q4	MS Word 2010
1885	Q4	MS Office 365
1885	Q4	Zena
1886	Q4	
1889	Q4	MS Word
1889	Q4	MS Excel
1889	Q4	SAP
1890	Q4	
1890	Q4	Adobe Acrobat Reader
1890	Q4	
1890	Q4	MS Word
1890	Q4	
1894	Q4	
1894	Q4	MS Excel 2016
1894	Q4	SCCM Server
1894	Q4	
1894	Q4	Google Chrome
1894	Q4	Internet Explorer; Mozilla Firefox
1894	Q4	F5 VPN
1894	Q4	
1899	Q4	MS Office 2010
1899	Q4	CSC
1899	Q4	
1899	Q4	KMD
1900	Q4	Google Drive
1900	Q4	Google Docs
1900	Q4	Google Sheets
1900	Q4	Google Slides
1900	Q4	MS Publisher
1911	Q4	
1912	Q4	MS Office
1912	Q4	MS Excel
1912	Q4	Radiometer
1912	Q4	BCC Mail Manager
1912	Q4	COSMIC
1912	Q4	Bookplan
1912	Q4	
1914	Q4	MS Excel
1914	Q4	Calculator
1914	Q4	
1918	Q4	MS Excel
1918	Q4	
1922	Q4	MS Office
1922	Q4	
1922	Q4	
1926	Q4	MS Office
1929	Q4	Apple Mail
1929	Q4	MS Word
1929	Q4	MS Navision
1929	Q4	MS Excel
1929	Q4	
1929	Q4	
1934	Q4	MS Office 2013
1934	Q4	
1934	Q4	
1934	Q4	SurveyGizmo
1934	Q4	
1940	Q4	MS Visual Studio
1940	Q4	MS Visual Studio
1940	Q4	
1946	Q4	MS Word
1946	Q4	MS Excel
1946	Q4	MS OneNote
1946	Q4	MS Powerpoint
1946	Q4	MS Visio
1949	Q4	MS Office 365
1952	Q4	
1958	Q4	MS Word
1959	Q4	MS Word
1959	Q4	MS Excel
1959	Q4	
1959	Q4	Teamcenter (Siemens)
1959	Q4	SAP
1959	Q4	Google Chrome
1959	Q4	MS Edge
1959	Q4	Adobe Acrobat
1959	Q4	
1965	Q4	Google Apps for Education (GAFE)
1965	Q4	Gyldendal
1965	Q4	PS Praktisk Sprog
1965	Q4	InStat Scout
1968	Q4	
1970	Q4	MS Word 2011; MS Excel 2011
1971	Q4	Kundens Elektroniske Patient Journal (COSMIC EPJ); Easy Wiz
1971	Q4	Lanka
1971	Q4	ESA Automation
1971	Q4	
1977	Q4	
1980	Q4	MS Word 2011
1980	Q4	MS Excel
1985	Q4	
1988	Q4	
1989	Q4	MS Office
1989	Q4	Dropbox
1994	Q4	MS Office
1995	Q4	MS Office 2016
1995	Q4	MultiMark
1995	Q4	MS SQL Server
1998	Q4	MS Office; cBrain F2
1999	Q4	MS Excel
1999	Q4	MS Word
1999	Q4	Internet Explorer
1999	Q4	
2004	Q4	SolidWorks
2023	Q4	MS Excel
2023	Q4	MS Word
2023	Q4	
2023	Q4	Skype
2023	Q4	Microsoft Dynamics NAV
2025	Q4	MS Office 365
2025	Q4	
2025	Q4	
2025	Q4	Skype
2025	Q4	MS Remote Desktop
2025	Q4	
2025	Q4	MS Active Directory
2032	Q4	MS Word
2032	Q4	MS Excel 2016
2032	Q4	MS Outlook 2016
2042	Q4	Dentalsuite
2072	Q4	Adobe Acrobat Reader
2072	Q4	Cisco
2072	Q4	
2072	Q4	Lotus Notes
2072	Q4	MS Edge
2072	Q4	MS Silverlight
2072	Q4	
2072	Q4	MS Office
2072	Q4	MS Access
2072	Q4	MS Excel
2072	Q4	MS OneNote
2072	Q4	
2072	Q4	MS Powerpoint
2072	Q4	MS Publisher
2072	Q4	Skype
2072	Q4	MS Word
2072	Q4	MS OneDrive
2072	Q4	MS Paint
2072	Q4	Stickies
2072	Q4	
2072	Q4	
2077	Q4	MS Word
2077	Q4	MS Excel
2077	Q4	Adobe Acrobat Reader
2077	Q4	Internet Explorer
2078	Q4	MS Office
2078	Q4	Adobe Acrobat Reader
2078	Q4	ACD Labs freeware
2078	Q4	Google Chrome
2078	Q4	Audacity
2079	Q4	
2086	Q4	MS Excel 2011
2086	Q4	MS Visio 2011
2086	Q4	MS Word 2011
2086	Q4	SEE Electrical
2086	Q4	TIA Portal
2086	Q4	
2088	Q4	
2088	Q4	nemlig.com
2093	Q4	MS Word
2095	Q4	SAP
2095	Q4	MS Office 365
2095	Q4	
2110	Q4	MS Word 2010
2117	Q4	
2117	Q4	MS Office
2117	Q4	Adobe Suite
2117	Q4	
2122	Q4	MS Office
2122	Q4	MS Excel
2122	Q4	MS Powerpoint
2122	Q4	Adobe Acrobat X Pro
2122	Q4	Cisco AnyConnect
2122	Q4	LexDania og Eunomia (Civilstyrelsen)
2122	Q4	Antenna House Formatter
2122	Q4	Altova Missionkit
2122	Q4	Adobe Reader DC
2122	Q4	Adobe Acrobat Distiller X
2122	Q4	SalPortal
2122	Q4	TransPortal (Visma)
2122	Q4	TransEditor (Dictus)
2122	Q4	SpeechMagic
2122	Q4	Mozilla Firefox
2122	Q4	Google Chrome
2122	Q4	MS Sharepoint
2122	Q4	360 (Software Innovation)
2122	Q4	
2124	Q4	MS Sharepoint
2137	Q4	
2138	Q4	MS Word
2143	Q4	Xylect
2143	Q4	FET (Timetabling Software)
2143	Q4	PSyC
2143	Q4	
2143	Q4	Internet Explorer
2143	Q4	
2149	Q4	COBOL
2149	Q4	codewright
2149	Q4	OpenOffice
2158	Q4	MS Word
2158	Q4	
2158	Q4	
2159	Q4	MS Office 365
2159	Q4	MS Excel
2159	Q4	MS Powerpoint
2159	Q4	Google Chrome
2159	Q4	
2159	Q4	Dynamics AX
2159	Q4	Targit
2161	Q4	
2172	Q4	MS Wor 2010; AXP Audit Express
2177	Q4	MS Office
2177	Q4	
2177	Q4	
2180	Q4	Safari
2190	Q4	MS Word
2199	Q4	Eclipse
2199	Q4	Schlumberger
2199	Q4	Petrel E&P Software
2199	Q4	Schlumberger
2199	Q4	Petex MBAL
2199	Q4	Petroleum Experts
2199	Q4	MS Excel
2199	Q4	MS Word
2199	Q4	MS Powerpoint
2201	Q4	
2201	Q4	MS Office
2201	Q4	
2201	Q4	
2205	Q4	
2210	Q4	MS Office 2010
2210	Q4	SAP
2210	Q4	Captia 4
2210	Q4	
2217	Q4	crosoft Office
2217	Q4	MS Word
2217	Q4	
2217	Q4	Karnov Group
2217	Q4	Itslearning.com
2217	Q4	Wayfs
2217	Q4	
2218	Q4	MS Dynamics C5
2218	Q4	
2218	Q4	cutepdf
2219	Q4	Epic
2221	Q4	MS Word
2221	Q4	MS Excel
2221	Q4	MS Powerpoint
2221	Q4	
2222	Q4	Blackboard
2222	Q4	Wiseflow
2222	Q4	Itslearning.com
2222	Q4	
2222	Q4	MS Excel
2222	Q4	MS Powerpoint
2222	Q4	MS Word
2222	Q4	
2222	Q4	
2229	Q4	MS Word
2229	Q4	MS Excel
2229	Q4	MS Navision
2232	Q4	MS Office
2232	Q4	SUBERNOVA (Invoicing)
2232	Q4	NOVAX A/S
2236	Q4	
2237	Q4	Redhat
2237	Q4	
2237	Q4	MS Office 365
2237	Q4	MathCad
2241	Q4	
2244	Q4	MS Office
2254	Q4	MS Word
2260	Q4	MS Office 365
2260	Q4	MS Dynamics C5
2262	Q4	MS Office
2262	Q4	
2264	Q4	MS Word
2264	Q4	MS Excel
2264	Q4	
2264	Q4	
2265	Q4	
2272	Q4	KMD OPUS
2272	Q4	KMD BV
2272	Q4	KMD SAG
2272	Q4	CPR SØG
2272	Q4	MS Excel 2016
2272	Q4	MS Word 2016
2275	Q4	Apple Mail
2275	Q4	Safari
2275	Q4	Apple Pages
2275	Q4	FileMaker Pro
2275	Q4	Apple Calendar
2275	Q4	Apple Contacts
2275	Q4	Apple Notes
2275	Q4	Apple Reminders
2275	Q4	
2276	Q4	MS Word
2276	Q4	MS Excel
2276	Q4	MS Paint
2276	Q4	InfoGlue
2276	Q4	
2276	Q4	
2284	Q4	MS Word
2284	Q4	MS Powerpoint
2284	Q4	MS Excel
2284	Q4	
2284	Q4	
2285	Q4	
2285	Q4	KMD
2286	Q4	Sundhedsplatformen
2300	Q4	
2301	Q4	
2301	Q4	
2301	Q4	SRO/ICS
2301	Q4	MS Word; MS Excel
2304	Q4	
2307	Q4	MS Office
2307	Q4	Sundhedsplatformen
2312	Q4	MS Word 2011
2320	Q4	MS Word
2320	Q4	MS Excel
2320	Q4	MS Powerpoint
2320	Q4	Adobe Photoshop
2320	Q4	Adobe InDesign
2330	Q4	Dentalsuite
2330	Q4	MS Word
2330	Q4	MS Outlook
2330	Q4	MS Excel
2333	Q4	
2338	Q4	
2339	Q4	
2342	Q4	MS Word
2342	Q4	MS Excel
2342	Q4	
2348	Q4	e-Dok
2348	Q4	Sundhedsportalen
2348	Q4	XMO
2356	Q4	MS Word
2356	Q4	MS Excel
2356	Q4	Apple Mail
2356	Q4	Safari
2356	Q4	MS Remote Desktop
2356	Q4	SSH
2356	Q4	Bizagi
2357	Q4	MS Office
2359	Q4	MS Word
2359	Q4	MS Excel
2359	Q4	MS Powerpoint
2359	Q4	Prezi
2359	Q4	Fasit
2359	Q4	UVData
2364	Q4	MS Word
2364	Q4	MS Excel
2364	Q4	XMLSpy
2364	Q4	
2367	Q4	MS Office 2010
2369	Q4	MS Word
2369	Q4	
2370	Q4	MS Word
2370	Q4	MS Excel
2370	Q4	
2373	Q4	MS Word
2373	Q4	MS Excel
2375	Q4	
2377	Q4	SAP
2377	Q4	Riskminder
2377	Q4	MS Office
2379	Q4	MS Word 2016
2379	Q4	MS Excel 2016
2379	Q4	MS PowerPoint 2016
2379	Q4	Adobe Acrobat Reader
2379	Q4	JMP
2379	Q4	Latentix 2.12
